,breed,file,xmin,ymin,xmax,ymax,foldername,filename,dog_number,prepfilename,xdelta,ydelta
n02101006_4341,Gordon_setter,n02101006_4341,109.0,12.0,306.0,372.0,02101006,n02101006_4341,1,n02101006_4341-Gordon_setter_cr1,197.0,360.0
n02101006_4418,Gordon_setter,n02101006_4418,0.0,30.0,456.0,498.0,02101006,n02101006_4418,1,n02101006_4418-Gordon_setter_cr1,456.0,468.0
n02101006_4470,Gordon_setter,n02101006_4470,211.0,73.0,480.0,217.0,02101006,n02101006_4470,1,n02101006_4470-Gordon_setter_cr1,269.0,144.0
n02101006_4488,Gordon_setter,n02101006_4488,0.0,36.0,473.0,498.0,02101006,n02101006_4488,1,n02101006_4488-Gordon_setter_cr1,473.0,462.0
n02101006_4491,Gordon_setter,n02101006_4491,0.0,29.0,237.0,249.0,02101006,n02101006_4491,1,n02101006_4491-Gordon_setter_cr1,237.0,220.0
n02101006_4510,Gordon_setter,n02101006_4510,182.0,125.0,294.0,315.0,02101006,n02101006_4510,1,n02101006_4510-Gordon_setter_cr1,112.0,190.0
n02101006_4757,Gordon_setter,n02101006_4757,107.0,0.0,447.0,334.0,02101006,n02101006_4757,1,n02101006_4757-Gordon_setter_cr1,340.0,334.0
n02101006_4807,Gordon_setter,n02101006_4807,31.0,123.0,373.0,498.0,02101006,n02101006_4807,1,n02101006_4807-Gordon_setter_cr1,342.0,375.0
n02101006_489,Gordon_setter,n02101006_489,72.0,20.0,361.0,279.0,02101006,n02101006_489,1,n02101006_489-Gordon_setter_cr1,289.0,259.0
n02101006_493,Gordon_setter,n02101006_493,50.0,45.0,193.0,177.0,02101006,n02101006_493,1,n02101006_493-Gordon_setter_cr1,143.0,132.0
n02101006_4961,Gordon_setter,n02101006_4961,39.0,33.0,275.0,316.0,02101006,n02101006_4961,1,n02101006_4961-Gordon_setter_cr1,236.0,283.0
n02101006_4988,Gordon_setter,n02101006_4988,0.0,78.0,363.0,434.0,02101006,n02101006_4988,2,n02101006_4988-Gordon_setter_cr2,363.0,356.0
n02101006_521,Gordon_setter,n02101006_521,27.0,45.0,399.0,299.0,02101006,n02101006_521,1,n02101006_521-Gordon_setter_cr1,372.0,254.0
n02101006_561,Gordon_setter,n02101006_561,43.0,7.0,198.0,274.0,02101006,n02101006_561,1,n02101006_561-Gordon_setter_cr1,155.0,267.0
n02101006_581,Gordon_setter,n02101006_581,33.0,71.0,280.0,450.0,02101006,n02101006_581,1,n02101006_581-Gordon_setter_cr1,247.0,379.0
n02101006_585,Gordon_setter,n02101006_585,0.0,136.0,351.0,498.0,02101006,n02101006_585,1,n02101006_585-Gordon_setter_cr1,351.0,362.0
n02101006_591,Gordon_setter,n02101006_591,21.0,90.0,367.0,350.0,02101006,n02101006_591,1,n02101006_591-Gordon_setter_cr1,346.0,260.0
n02101006_6069,Gordon_setter,n02101006_6069,2.0,0.0,499.0,331.0,02101006,n02101006_6069,1,n02101006_6069-Gordon_setter_cr1,497.0,331.0
n02101006_6126,Gordon_setter,n02101006_6126,7.0,45.0,319.0,447.0,02101006,n02101006_6126,1,n02101006_6126-Gordon_setter_cr1,312.0,402.0
n02101006_615,Gordon_setter,n02101006_615,11.0,17.0,344.0,498.0,02101006,n02101006_615,1,n02101006_615-Gordon_setter_cr1,333.0,481.0
n02101006_6152,Gordon_setter,n02101006_6152,80.0,27.0,495.0,358.0,02101006,n02101006_6152,1,n02101006_6152-Gordon_setter_cr1,415.0,331.0
n02101006_6178,Gordon_setter,n02101006_6178,105.0,149.0,285.0,475.0,02101006,n02101006_6178,1,n02101006_6178-Gordon_setter_cr1,180.0,326.0
n02101006_627,Gordon_setter,n02101006_627,174.0,105.0,499.0,359.0,02101006,n02101006_627,2,n02101006_627-Gordon_setter_cr2,325.0,254.0
n02101006_6342,Gordon_setter,n02101006_6342,0.0,78.0,333.0,498.0,02101006,n02101006_6342,1,n02101006_6342-Gordon_setter_cr1,333.0,420.0
n02101006_635,Gordon_setter,n02101006_635,66.0,20.0,352.0,213.0,02101006,n02101006_635,1,n02101006_635-Gordon_setter_cr1,286.0,193.0
n02101006_638,Gordon_setter,n02101006_638,1.0,1.0,199.0,143.0,02101006,n02101006_638,1,n02101006_638-Gordon_setter_cr1,198.0,142.0
n02101006_677,Gordon_setter,n02101006_677,79.0,65.0,499.0,374.0,02101006,n02101006_677,1,n02101006_677-Gordon_setter_cr1,420.0,309.0
n02101006_679,Gordon_setter,n02101006_679,24.0,26.0,416.0,227.0,02101006,n02101006_679,1,n02101006_679-Gordon_setter_cr1,392.0,201.0
n02101006_680,Gordon_setter,n02101006_680,142.0,136.0,340.0,293.0,02101006,n02101006_680,1,n02101006_680-Gordon_setter_cr1,198.0,157.0
n02101006_6949,Gordon_setter,n02101006_6949,0.0,30.0,333.0,498.0,02101006,n02101006_6949,1,n02101006_6949-Gordon_setter_cr1,333.0,468.0
n02101006_7022,Gordon_setter,n02101006_7022,108.0,131.0,499.0,308.0,02101006,n02101006_7022,1,n02101006_7022-Gordon_setter_cr1,391.0,177.0
n02101006_709,Gordon_setter,n02101006_709,156.0,1.0,499.0,270.0,02101006,n02101006_709,1,n02101006_709-Gordon_setter_cr1,343.0,269.0
n02101006_714,Gordon_setter,n02101006_714,22.0,18.0,232.0,243.0,02101006,n02101006_714,1,n02101006_714-Gordon_setter_cr1,210.0,225.0
n02101006_751,Gordon_setter,n02101006_751,5.0,2.0,292.0,257.0,02101006,n02101006_751,1,n02101006_751-Gordon_setter_cr1,287.0,255.0
n02101006_761,Gordon_setter,n02101006_761,0.0,48.0,302.0,498.0,02101006,n02101006_761,1,n02101006_761-Gordon_setter_cr1,302.0,450.0
n02101006_772,Gordon_setter,n02101006_772,73.0,99.0,360.0,286.0,02101006,n02101006_772,1,n02101006_772-Gordon_setter_cr1,287.0,187.0
n02101006_776,Gordon_setter,n02101006_776,0.0,23.0,359.0,271.0,02101006,n02101006_776,1,n02101006_776-Gordon_setter_cr1,359.0,248.0
n02101006_7867,Gordon_setter,n02101006_7867,47.0,31.0,498.0,405.0,02101006,n02101006_7867,1,n02101006_7867-Gordon_setter_cr1,451.0,374.0
n02101006_795,Gordon_setter,n02101006_795,11.0,68.0,380.0,483.0,02101006,n02101006_795,1,n02101006_795-Gordon_setter_cr1,369.0,415.0
n02101006_8020,Gordon_setter,n02101006_8020,156.0,40.0,302.0,333.0,02101006,n02101006_8020,1,n02101006_8020-Gordon_setter_cr1,146.0,293.0
n02101006_8067,Gordon_setter,n02101006_8067,0.0,58.0,480.0,314.0,02101006,n02101006_8067,1,n02101006_8067-Gordon_setter_cr1,480.0,256.0
n02101006_8271,Gordon_setter,n02101006_8271,0.0,0.0,498.0,372.0,02101006,n02101006_8271,1,n02101006_8271-Gordon_setter_cr1,498.0,372.0
n02101006_8651,Gordon_setter,n02101006_8651,27.0,39.0,497.0,442.0,02101006,n02101006_8651,1,n02101006_8651-Gordon_setter_cr1,470.0,403.0
n02101006_897,Gordon_setter,n02101006_897,229.0,172.0,382.0,347.0,02101006,n02101006_897,2,n02101006_897-Gordon_setter_cr2,153.0,175.0
n02101006_922,Gordon_setter,n02101006_922,229.0,57.0,422.0,240.0,02101006,n02101006_922,1,n02101006_922-Gordon_setter_cr1,193.0,183.0
n02101388_10017,Brittany_spaniel,n02101388_10017,100.0,19.0,448.0,332.0,02101388,n02101388_10017,1,n02101388_10017-Brittany_spaniel_cr1,348.0,313.0
n02101388_10107,Brittany_spaniel,n02101388_10107,0.0,71.0,252.0,283.0,02101388,n02101388_10107,1,n02101388_10107-Brittany_spaniel_cr1,252.0,212.0
n02101388_10290,Brittany_spaniel,n02101388_10290,142.0,140.0,475.0,374.0,02101388,n02101388_10290,1,n02101388_10290-Brittany_spaniel_cr1,333.0,234.0
n02101388_10348,Brittany_spaniel,n02101388_10348,72.0,70.0,498.0,498.0,02101388,n02101388_10348,1,n02101388_10348-Brittany_spaniel_cr1,426.0,428.0
n02101388_10373,Brittany_spaniel,n02101388_10373,15.0,112.0,316.0,400.0,02101388,n02101388_10373,1,n02101388_10373-Brittany_spaniel_cr1,301.0,288.0
n02101388_10470,Brittany_spaniel,n02101388_10470,0.0,1.0,281.0,183.0,02101388,n02101388_10470,2,n02101388_10470-Brittany_spaniel_cr2,281.0,182.0
n02101388_1050,Brittany_spaniel,n02101388_1050,13.0,13.0,168.0,191.0,02101388,n02101388_1050,1,n02101388_1050-Brittany_spaniel_cr1,155.0,178.0
n02101388_10502,Brittany_spaniel,n02101388_10502,19.0,72.0,363.0,374.0,02101388,n02101388_10502,1,n02101388_10502-Brittany_spaniel_cr1,344.0,302.0
n02101388_10509,Brittany_spaniel,n02101388_10509,0.0,1.0,446.0,331.0,02101388,n02101388_10509,1,n02101388_10509-Brittany_spaniel_cr1,446.0,330.0
n02101388_10527,Brittany_spaniel,n02101388_10527,106.0,0.0,363.0,326.0,02101388,n02101388_10527,1,n02101388_10527-Brittany_spaniel_cr1,257.0,326.0
n02101388_1060,Brittany_spaniel,n02101388_1060,25.0,66.0,323.0,343.0,02101388,n02101388_1060,1,n02101388_1060-Brittany_spaniel_cr1,298.0,277.0
n02101388_1222,Brittany_spaniel,n02101388_1222,180.0,218.0,502.0,532.0,02101388,n02101388_1222,1,n02101388_1222-Brittany_spaniel_cr1,322.0,314.0
n02101388_1242,Brittany_spaniel,n02101388_1242,131.0,83.0,307.0,260.0,02101388,n02101388_1242,1,n02101388_1242-Brittany_spaniel_cr1,176.0,177.0
n02101388_1249,Brittany_spaniel,n02101388_1249,48.0,54.0,240.0,232.0,02101388,n02101388_1249,1,n02101388_1249-Brittany_spaniel_cr1,192.0,178.0
n02101388_1252,Brittany_spaniel,n02101388_1252,76.0,42.0,157.0,158.0,02101388,n02101388_1252,1,n02101388_1252-Brittany_spaniel_cr1,81.0,116.0
n02101388_1262,Brittany_spaniel,n02101388_1262,28.0,12.0,267.0,200.0,02101388,n02101388_1262,1,n02101388_1262-Brittany_spaniel_cr1,239.0,188.0
n02101388_1445,Brittany_spaniel,n02101388_1445,77.0,25.0,189.0,186.0,02101388,n02101388_1445,1,n02101388_1445-Brittany_spaniel_cr1,112.0,161.0
n02101388_1456,Brittany_spaniel,n02101388_1456,24.0,36.0,378.0,360.0,02101388,n02101388_1456,1,n02101388_1456-Brittany_spaniel_cr1,354.0,324.0
n02101388_149,Brittany_spaniel,n02101388_149,158.0,39.0,298.0,327.0,02101388,n02101388_149,1,n02101388_149-Brittany_spaniel_cr1,140.0,288.0
n02101388_1517,Brittany_spaniel,n02101388_1517,147.0,137.0,254.0,312.0,02101388,n02101388_1517,1,n02101388_1517-Brittany_spaniel_cr1,107.0,175.0
n02101388_1524,Brittany_spaniel,n02101388_1524,2.0,13.0,192.0,148.0,02101388,n02101388_1524,1,n02101388_1524-Brittany_spaniel_cr1,190.0,135.0
n02101388_1803,Brittany_spaniel,n02101388_1803,47.0,23.0,359.0,498.0,02101388,n02101388_1803,1,n02101388_1803-Brittany_spaniel_cr1,312.0,475.0
n02101388_183,Brittany_spaniel,n02101388_183,39.0,66.0,399.0,314.0,02101388,n02101388_183,1,n02101388_183-Brittany_spaniel_cr1,360.0,248.0
n02101388_1842,Brittany_spaniel,n02101388_1842,127.0,81.0,338.0,374.0,02101388,n02101388_1842,1,n02101388_1842-Brittany_spaniel_cr1,211.0,293.0
n02101388_190,Brittany_spaniel,n02101388_190,0.0,32.0,378.0,374.0,02101388,n02101388_190,1,n02101388_190-Brittany_spaniel_cr1,378.0,342.0
n02101388_192,Brittany_spaniel,n02101388_192,46.0,44.0,450.0,445.0,02101388,n02101388_192,1,n02101388_192-Brittany_spaniel_cr1,404.0,401.0
n02101388_1941,Brittany_spaniel,n02101388_1941,26.0,0.0,499.0,317.0,02101388,n02101388_1941,1,n02101388_1941-Brittany_spaniel_cr1,473.0,317.0
n02101388_1965,Brittany_spaniel,n02101388_1965,116.0,8.0,356.0,374.0,02101388,n02101388_1965,1,n02101388_1965-Brittany_spaniel_cr1,240.0,366.0
n02101388_197,Brittany_spaniel,n02101388_197,91.0,36.0,317.0,297.0,02101388,n02101388_197,1,n02101388_197-Brittany_spaniel_cr1,226.0,261.0
n02101388_2021,Brittany_spaniel,n02101388_2021,170.0,71.0,336.0,342.0,02101388,n02101388_2021,1,n02101388_2021-Brittany_spaniel_cr1,166.0,271.0
n02101388_2064,Brittany_spaniel,n02101388_2064,174.0,65.0,348.0,301.0,02101388,n02101388_2064,1,n02101388_2064-Brittany_spaniel_cr1,174.0,236.0
n02101388_2076,Brittany_spaniel,n02101388_2076,26.0,0.0,499.0,374.0,02101388,n02101388_2076,1,n02101388_2076-Brittany_spaniel_cr1,473.0,374.0
n02101388_2142,Brittany_spaniel,n02101388_2142,9.0,3.0,213.0,177.0,02101388,n02101388_2142,1,n02101388_2142-Brittany_spaniel_cr1,204.0,174.0
n02101388_2159,Brittany_spaniel,n02101388_2159,83.0,86.0,205.0,320.0,02101388,n02101388_2159,1,n02101388_2159-Brittany_spaniel_cr1,122.0,234.0
n02101388_2171,Brittany_spaniel,n02101388_2171,46.0,96.0,425.0,306.0,02101388,n02101388_2171,1,n02101388_2171-Brittany_spaniel_cr1,379.0,210.0
n02101388_2177,Brittany_spaniel,n02101388_2177,0.0,2.0,548.0,444.0,02101388,n02101388_2177,1,n02101388_2177-Brittany_spaniel_cr1,548.0,442.0
n02101388_2324,Brittany_spaniel,n02101388_2324,67.0,90.0,489.0,365.0,02101388,n02101388_2324,1,n02101388_2324-Brittany_spaniel_cr1,422.0,275.0
n02101388_2429,Brittany_spaniel,n02101388_2429,66.0,3.0,492.0,305.0,02101388,n02101388_2429,1,n02101388_2429-Brittany_spaniel_cr1,426.0,302.0
n02101388_2522,Brittany_spaniel,n02101388_2522,8.0,0.0,210.0,199.0,02101388,n02101388_2522,1,n02101388_2522-Brittany_spaniel_cr1,202.0,199.0
n02101388_2529,Brittany_spaniel,n02101388_2529,356.0,146.0,473.0,316.0,02101388,n02101388_2529,1,n02101388_2529-Brittany_spaniel_cr1,117.0,170.0
n02101388_2565,Brittany_spaniel,n02101388_2565,1.0,3.0,412.0,490.0,02101388,n02101388_2565,1,n02101388_2565-Brittany_spaniel_cr1,411.0,487.0
n02101388_2597,Brittany_spaniel,n02101388_2597,0.0,7.0,331.0,498.0,02101388,n02101388_2597,1,n02101388_2597-Brittany_spaniel_cr1,331.0,491.0
n02101388_2645,Brittany_spaniel,n02101388_2645,368.0,194.0,718.0,476.0,02101388,n02101388_2645,2,n02101388_2645-Brittany_spaniel_cr2,350.0,282.0
n02101388_2667,Brittany_spaniel,n02101388_2667,53.0,16.0,382.0,498.0,02101388,n02101388_2667,1,n02101388_2667-Brittany_spaniel_cr1,329.0,482.0
n02101388_2671,Brittany_spaniel,n02101388_2671,21.0,91.0,450.0,268.0,02101388,n02101388_2671,1,n02101388_2671-Brittany_spaniel_cr1,429.0,177.0
n02101388_2689,Brittany_spaniel,n02101388_2689,83.0,28.0,348.0,266.0,02101388,n02101388_2689,1,n02101388_2689-Brittany_spaniel_cr1,265.0,238.0
n02101388_2737,Brittany_spaniel,n02101388_2737,76.0,121.0,289.0,373.0,02101388,n02101388_2737,1,n02101388_2737-Brittany_spaniel_cr1,213.0,252.0
n02101388_2773,Brittany_spaniel,n02101388_2773,200.0,143.0,289.0,270.0,02101388,n02101388_2773,1,n02101388_2773-Brittany_spaniel_cr1,89.0,127.0
n02101388_2833,Brittany_spaniel,n02101388_2833,53.0,63.0,490.0,370.0,02101388,n02101388_2833,1,n02101388_2833-Brittany_spaniel_cr1,437.0,307.0
n02101388_2862,Brittany_spaniel,n02101388_2862,25.0,13.0,201.0,191.0,02101388,n02101388_2862,1,n02101388_2862-Brittany_spaniel_cr1,176.0,178.0
n02101388_2888,Brittany_spaniel,n02101388_2888,34.0,85.0,322.0,322.0,02101388,n02101388_2888,1,n02101388_2888-Brittany_spaniel_cr1,288.0,237.0
n02101388_2889,Brittany_spaniel,n02101388_2889,91.0,0.0,426.0,286.0,02101388,n02101388_2889,1,n02101388_2889-Brittany_spaniel_cr1,335.0,286.0
n02101388_2970,Brittany_spaniel,n02101388_2970,141.0,102.0,463.0,374.0,02101388,n02101388_2970,1,n02101388_2970-Brittany_spaniel_cr1,322.0,272.0
n02101388_2999,Brittany_spaniel,n02101388_2999,89.0,61.0,442.0,325.0,02101388,n02101388_2999,1,n02101388_2999-Brittany_spaniel_cr1,353.0,264.0
n02101388_3003,Brittany_spaniel,n02101388_3003,9.0,8.0,294.0,246.0,02101388,n02101388_3003,1,n02101388_3003-Brittany_spaniel_cr1,285.0,238.0
n02101388_3023,Brittany_spaniel,n02101388_3023,31.0,47.0,310.0,498.0,02101388,n02101388_3023,1,n02101388_3023-Brittany_spaniel_cr1,279.0,451.0
n02101388_3036,Brittany_spaniel,n02101388_3036,103.0,85.0,377.0,361.0,02101388,n02101388_3036,1,n02101388_3036-Brittany_spaniel_cr1,274.0,276.0
n02101388_3064,Brittany_spaniel,n02101388_3064,1.0,18.0,449.0,452.0,02101388,n02101388_3064,1,n02101388_3064-Brittany_spaniel_cr1,448.0,434.0
n02101388_3098,Brittany_spaniel,n02101388_3098,17.0,136.0,326.0,498.0,02101388,n02101388_3098,1,n02101388_3098-Brittany_spaniel_cr1,309.0,362.0
n02101388_3195,Brittany_spaniel,n02101388_3195,10.0,7.0,244.0,262.0,02101388,n02101388_3195,1,n02101388_3195-Brittany_spaniel_cr1,234.0,255.0
n02101388_3280,Brittany_spaniel,n02101388_3280,41.0,24.0,385.0,325.0,02101388,n02101388_3280,1,n02101388_3280-Brittany_spaniel_cr1,344.0,301.0
n02101388_3294,Brittany_spaniel,n02101388_3294,8.0,157.0,871.0,1138.0,02101388,n02101388_3294,1,n02101388_3294-Brittany_spaniel_cr1,863.0,981.0
n02101388_3320,Brittany_spaniel,n02101388_3320,18.0,25.0,446.0,498.0,02101388,n02101388_3320,1,n02101388_3320-Brittany_spaniel_cr1,428.0,473.0
n02101388_3344,Brittany_spaniel,n02101388_3344,61.0,30.0,308.0,498.0,02101388,n02101388_3344,1,n02101388_3344-Brittany_spaniel_cr1,247.0,468.0
n02101388_3357,Brittany_spaniel,n02101388_3357,117.0,0.0,460.0,374.0,02101388,n02101388_3357,1,n02101388_3357-Brittany_spaniel_cr1,343.0,374.0
n02101388_3365,Brittany_spaniel,n02101388_3365,0.0,29.0,142.0,178.0,02101388,n02101388_3365,1,n02101388_3365-Brittany_spaniel_cr1,142.0,149.0
n02101388_3416,Brittany_spaniel,n02101388_3416,158.0,107.0,347.0,288.0,02101388,n02101388_3416,1,n02101388_3416-Brittany_spaniel_cr1,189.0,181.0
n02101388_348,Brittany_spaniel,n02101388_348,1.0,10.0,286.0,282.0,02101388,n02101388_348,1,n02101388_348-Brittany_spaniel_cr1,285.0,272.0
n02101388_3497,Brittany_spaniel,n02101388_3497,38.0,31.0,144.0,139.0,02101388,n02101388_3497,1,n02101388_3497-Brittany_spaniel_cr1,106.0,108.0
n02101388_3518,Brittany_spaniel,n02101388_3518,160.0,31.0,411.0,452.0,02101388,n02101388_3518,1,n02101388_3518-Brittany_spaniel_cr1,251.0,421.0
n02101388_3536,Brittany_spaniel,n02101388_3536,381.0,162.0,436.0,287.0,02101388,n02101388_3536,1,n02101388_3536-Brittany_spaniel_cr1,55.0,125.0
n02101388_3673,Brittany_spaniel,n02101388_3673,126.0,153.0,244.0,212.0,02101388,n02101388_3673,1,n02101388_3673-Brittany_spaniel_cr1,118.0,59.0
n02101388_3697,Brittany_spaniel,n02101388_3697,86.0,70.0,176.0,141.0,02101388,n02101388_3697,1,n02101388_3697-Brittany_spaniel_cr1,90.0,71.0
n02101388_3710,Brittany_spaniel,n02101388_3710,76.0,35.0,238.0,457.0,02101388,n02101388_3710,1,n02101388_3710-Brittany_spaniel_cr1,162.0,422.0
n02101388_3762,Brittany_spaniel,n02101388_3762,44.0,41.0,254.0,223.0,02101388,n02101388_3762,1,n02101388_3762-Brittany_spaniel_cr1,210.0,182.0
n02101388_3927,Brittany_spaniel,n02101388_3927,81.0,69.0,296.0,296.0,02101388,n02101388_3927,1,n02101388_3927-Brittany_spaniel_cr1,215.0,227.0
n02101388_4002,Brittany_spaniel,n02101388_4002,196.0,100.0,322.0,342.0,02101388,n02101388_4002,1,n02101388_4002-Brittany_spaniel_cr1,126.0,242.0
n02101388_4038,Brittany_spaniel,n02101388_4038,22.0,2.0,410.0,362.0,02101388,n02101388_4038,1,n02101388_4038-Brittany_spaniel_cr1,388.0,360.0
n02101388_4110,Brittany_spaniel,n02101388_4110,1.0,0.0,457.0,318.0,02101388,n02101388_4110,1,n02101388_4110-Brittany_spaniel_cr1,456.0,318.0
n02101388_4113,Brittany_spaniel,n02101388_4113,56.0,1.0,292.0,212.0,02101388,n02101388_4113,1,n02101388_4113-Brittany_spaniel_cr1,236.0,211.0
n02101388_4131,Brittany_spaniel,n02101388_4131,20.0,78.0,244.0,458.0,02101388,n02101388_4131,1,n02101388_4131-Brittany_spaniel_cr1,224.0,380.0
n02101388_4229,Brittany_spaniel,n02101388_4229,23.0,29.0,362.0,320.0,02101388,n02101388_4229,1,n02101388_4229-Brittany_spaniel_cr1,339.0,291.0
n02101388_4240,Brittany_spaniel,n02101388_4240,26.0,313.0,1077.0,792.0,02101388,n02101388_4240,1,n02101388_4240-Brittany_spaniel_cr1,1051.0,479.0
n02101388_4333,Brittany_spaniel,n02101388_4333,4.0,0.0,107.0,116.0,02101388,n02101388_4333,1,n02101388_4333-Brittany_spaniel_cr1,103.0,116.0
n02101388_4342,Brittany_spaniel,n02101388_4342,146.0,136.0,579.0,344.0,02101388,n02101388_4342,1,n02101388_4342-Brittany_spaniel_cr1,433.0,208.0
n02101388_4358,Brittany_spaniel,n02101388_4358,19.0,14.0,159.0,113.0,02101388,n02101388_4358,1,n02101388_4358-Brittany_spaniel_cr1,140.0,99.0
n02101388_4406,Brittany_spaniel,n02101388_4406,15.0,10.0,268.0,245.0,02101388,n02101388_4406,1,n02101388_4406-Brittany_spaniel_cr1,253.0,235.0
n02101388_4422,Brittany_spaniel,n02101388_4422,22.0,9.0,162.0,119.0,02101388,n02101388_4422,1,n02101388_4422-Brittany_spaniel_cr1,140.0,110.0
n02101388_454,Brittany_spaniel,n02101388_454,55.0,1.0,471.0,328.0,02101388,n02101388_454,1,n02101388_454-Brittany_spaniel_cr1,416.0,327.0
n02101388_4556,Brittany_spaniel,n02101388_4556,9.0,17.0,419.0,332.0,02101388,n02101388_4556,1,n02101388_4556-Brittany_spaniel_cr1,410.0,315.0
n02101388_4628,Brittany_spaniel,n02101388_4628,84.0,17.0,476.0,317.0,02101388,n02101388_4628,1,n02101388_4628-Brittany_spaniel_cr1,392.0,300.0
n02101388_4632,Brittany_spaniel,n02101388_4632,3.0,6.0,215.0,197.0,02101388,n02101388_4632,1,n02101388_4632-Brittany_spaniel_cr1,212.0,191.0
n02101388_4737,Brittany_spaniel,n02101388_4737,78.0,113.0,257.0,261.0,02101388,n02101388_4737,1,n02101388_4737-Brittany_spaniel_cr1,179.0,148.0
n02101388_4762,Brittany_spaniel,n02101388_4762,10.0,81.0,421.0,374.0,02101388,n02101388_4762,1,n02101388_4762-Brittany_spaniel_cr1,411.0,293.0
n02101388_4808,Brittany_spaniel,n02101388_4808,0.0,15.0,321.0,326.0,02101388,n02101388_4808,1,n02101388_4808-Brittany_spaniel_cr1,321.0,311.0
n02101388_4875,Brittany_spaniel,n02101388_4875,161.0,114.0,375.0,303.0,02101388,n02101388_4875,1,n02101388_4875-Brittany_spaniel_cr1,214.0,189.0
n02101388_4879,Brittany_spaniel,n02101388_4879,139.0,74.0,391.0,374.0,02101388,n02101388_4879,1,n02101388_4879-Brittany_spaniel_cr1,252.0,300.0
n02101388_5149,Brittany_spaniel,n02101388_5149,14.0,28.0,498.0,356.0,02101388,n02101388_5149,1,n02101388_5149-Brittany_spaniel_cr1,484.0,328.0
n02101388_5179,Brittany_spaniel,n02101388_5179,33.0,10.0,269.0,253.0,02101388,n02101388_5179,1,n02101388_5179-Brittany_spaniel_cr1,236.0,243.0
n02101388_5274,Brittany_spaniel,n02101388_5274,0.0,42.0,485.0,284.0,02101388,n02101388_5274,1,n02101388_5274-Brittany_spaniel_cr1,485.0,242.0
n02101388_5395,Brittany_spaniel,n02101388_5395,26.0,8.0,188.0,185.0,02101388,n02101388_5395,1,n02101388_5395-Brittany_spaniel_cr1,162.0,177.0
n02101388_5512,Brittany_spaniel,n02101388_5512,9.0,2.0,215.0,145.0,02101388,n02101388_5512,1,n02101388_5512-Brittany_spaniel_cr1,206.0,143.0
n02101388_5541,Brittany_spaniel,n02101388_5541,6.0,17.0,195.0,167.0,02101388,n02101388_5541,1,n02101388_5541-Brittany_spaniel_cr1,189.0,150.0
n02101388_560,Brittany_spaniel,n02101388_560,20.0,3.0,243.0,195.0,02101388,n02101388_560,1,n02101388_560-Brittany_spaniel_cr1,223.0,192.0
n02101388_5625,Brittany_spaniel,n02101388_5625,121.0,103.0,396.0,320.0,02101388,n02101388_5625,1,n02101388_5625-Brittany_spaniel_cr1,275.0,217.0
n02101388_5745,Brittany_spaniel,n02101388_5745,1.0,0.0,254.0,208.0,02101388,n02101388_5745,1,n02101388_5745-Brittany_spaniel_cr1,253.0,208.0
n02101388_5783,Brittany_spaniel,n02101388_5783,86.0,150.0,259.0,320.0,02101388,n02101388_5783,1,n02101388_5783-Brittany_spaniel_cr1,173.0,170.0
n02101388_5801,Brittany_spaniel,n02101388_5801,33.0,52.0,221.0,211.0,02101388,n02101388_5801,1,n02101388_5801-Brittany_spaniel_cr1,188.0,159.0
n02101388_5807,Brittany_spaniel,n02101388_5807,41.0,57.0,442.0,210.0,02101388,n02101388_5807,1,n02101388_5807-Brittany_spaniel_cr1,401.0,153.0
